CompACT,HStile,HSGPA,ActionDate,ApplDate,BDt,TotalSAT,Gender,Ethnicity,AcadPlan,zipdisk
19,0,0,263,263,11152,0,M,Hispanic,DPBHLTH-BS,40.34923207
14,0,3.615,450,302,11224,850,F,Hispanic,DCRJS-BS,41.21805566
0,0,0,171,171,11051,0,M,Hispanic,DPSYC-BA,753.8564543
25,93,3.86,450,171,11035,0,M,African American,DCSIT-BA,10.9007224
0,0,0,171,171,11023,0,F,Hispanic,DBIOL-BS,511.5659238
26,0,0,171,171,11131,0,F,Asian,DPSYC-BA,25.84730707
0,0,0,1115,171,11231,0,F,Hispanic,DGNBU-BBA,8.039662853
18,74,3.23,450,171,11058,0,M,Hispanic,DPOLS-BA,10.95784155
0,87,3.616,450,171,11086,850,M,Hispanic,DPSYC-BA,10.95784155
0,0,0,171,171,11060,0,M,Hispanic,DBUND,15.9239836
0,0,0,171,171,11289,1170,F,Asian,DGNBU-BBA,1538.291555
0,0,0,171,171,11325,920,F,African American,DPBHLTH-BA,264.2105546
0,0,0,171,171,11419,0,M,African American,DBIOL-BS,70.50311245
0,9,2.56,450,171,11103,850,M,Hispanic,DCRJS-BS,754.1394822
0,0,0,171,171,10978,0,F,African American,DBUND,43.04744103
0,58,3.47,275,171,11181,980,M,Hispanic,DMATH-BA,10.94098691
0,57,3.23,450,171,11304,1010,M,Hispanic,DCRJS-BS,19.48887532
0,0,0,171,171,10578,770,F,Hispanic,DACCT-BBA,5.009297949
20,0,0,200,200,10963,1070,F,White,DLSCM-BS,263.8830775
19,0,0,242,242,10990,1040,M,Hispanic,DBUND,17.55838018
0,0,0,254,254,8733,2745,M,Asian,DCOMM-BA,1931.246332
17,0,0,185,185,11768,1020,M,African American,DCSIT-BA,23.34947363
0,0,2.65,190,190,10871,920,F,Asian,DPSYC-BA,2216.250928
18,94,3.95,450,221,11216,1040,F,Hispanic,DBUND,23.61407614
23,91,0,275,236,11102,0,F,Asian,DBIOL-BS,26.75111795
0,0,0,172,172,11103,1050,F,Hispanic,DPBHLTH-BA,8.039662853
0,0,0,172,172,11171,0,F,African American,DPSYC-BA,2003.160281
12,57,3.32,450,172,11099,900,M,Hispanic,DBUND,10.95784155
0,41,3.63,450,172,11250,1020,M,Hispanic,DBIOL-BS,408.6881663
23,0,3.585,450,172,10950,1150,F,Hispanic,DPBHLTH-BA,22.60129595
0,67,3.405,450,172,11175,980,M,White,DBIOL-BS,22.60129595
0,0,0,172,172,10666,0,F,African American,DPBHLTH-BS,102.5898047
0,0,0,172,172,11201,0,F,Hispanic,DACCT-BBA,22.49820842
14,38,3.3,450,227,11150,810,M,Hispanic,DGNBU-BBA,10.95784155
19,0,0,204,204,11173,0,M,Hispanic,DBIOL-BS,380.3254805
27,70,3.69,366,173,11400,1230,F,Asian,DCSIT-BA,43.04744103
32,86,3.94,450,204,11088,0,M,American Indian,DCOMM-BA,55.4028754
14,63,3.58,450,298,10607,1020,M,Hispanic,DBUND,15.41027165
21,72,3.7,186,186,11322,1160,F,Hispanic,DPSYC-BA,908.082523
0,0,0,222,222,11121,990,F,Asian,DPSYC-BA,33.25824532
0,2,3.02,450,173,11032,1220,M,Hispanic,DGNBU-BBA,373.3336635
0,38,3.11,173,173,11293,0,M,African American,DPSYC-BA,265.2021153
23,98,3.6,450,173,10926,1140,M,Hispanic,DCSIT-BA,10.95784155
0,29,3,291,173,11056,1090,M,Asian,DCSIT-BA,34.0603439
0,0,0,173,173,10999,0,F,Hispanic,DBIOL-BS,911.2712865
19,0,0,173,173,11033,0,M,White,DFINA-BBA,179.415923
0,0,3.03,450,242,11165,1130,M,White,DCOMM-BA,41.21805566
17,43,3.31,450,200,11066,850,F,Hispanic,DCRJS-BS,10.94098691
0,2,2.78,393,184,11017,1000,M,African American,DHROB-BBA,42.5121046
0,0,0,184,184,11283,1270,F,White,DMATH-BA,295.869677
23,29,3.36,184,184,11198,0,M,Asian,DFINA-BBA,18.72099996
0,0,0,184,184,11148,0,M,Asian,DFINA-BBA,748.9436073
0,31,2.93,450,184,11127,1180,F,Hispanic,DUNDECIDED,39.6837166
0,0,0,184,184,11134,0,F,Hispanic,DBIOL-BS,26.75111795
0,63,3.387,316,184,11285,1000,M,Hispanic,DCRJS-BS,21.5011663
0,0,0,184,184,11145,0,F,African American,DBIOL-BS,390.5837809
0,0,0,184,184,11229,990,M,African American,DGNBU-BBA,317.1958976
0,0,0,184,184,11018,940,F,Hispanic,DBIOL-BA,421.1764047
0,0,0,416,184,10794,1320,M,White,DBIOL-BA,40.965029
0,0,0,184,184,10991,900,F,African American,DPBHLTH-BA,52.72408447
0,89,3.653,450,184,11107,1130,F,White,DPSYC-BA,31.14805624
24,0,3.25,450,184,11209,0,F,Asian,DBIOL-BS,53.15910312
0,16,2.51,414,184,11019,940,F,African American,DUNDECIDED,43.04744103
0,0,0,184,184,11015,0,F,African American,DBIOL-BS,381.5373324
17,0,0,184,184,10959,0,M,Hispanic,DCRJS-BS,390.5837809
0,0,3.67,184,184,11314,1440,F,Asian,DBIOL-BS,2208.215805
0,0,0,184,184,11026,1070,F,African American,DBIOL-BS,49.74265719
0,0,0,184,184,11311,0,F,African American,DPSYC-BA,5.009297949
18,73,3.455,450,184,10993,0,M,Hispanic,DCRJS-BS,19.05071384
0,0,0,184,184,11011,0,F,Hispanic,DUNDECIDED,908.082523
0,0,0,184,184,11078,950,F,Hispanic,DCRJS-BS,331.5021262
0,0,0,184,184,11045,1010,F,Hispanic,DPBHLTH-BS,753.8564543
0,94,3.7,396,184,11010,1070,F,Hispanic,DGNBU-BBA,18.71260311
0,0,0,184,184,11270,0,F,Asian,DBIOL-BS,348.3392659
0,0,0,184,184,10900,1340,M,White,DCRJS-BS,33.55774104
0,0,0,184,184,11278,0,M,Hispanic,DUNDECIDED,23.34947363
0,73,3.193,450,184,11221,1180,M,African American,DUNDECIDED,58.54436436
0,0,0,184,184,11108,0,F,African American,DBUND,504.6959271
0,0,0,184,184,11219,0,F,African American,DPSYC-BA,47.11494575
15,48,3.85,450,184,11155,0,F,White,DFINA-BBA,16.59289334
15,0,0,184,184,11155,0,F,White,DGNBU-BBA,16.59289334
0,55,3.778,450,185,11201,1100,F,White,DGNBU-BBA,38.16568617
20,0,0,299,299,11251,0,M,African American,DBIOL-BS,5.491657246
0,1,3.19,316,186,10978,730,F,African American,DCDFS-BS,9.032902135
0,53,3.44,450,306,11246,840,F,Hispanic,DBIOL-BS,28.97696974
24,0,0,185,185,11095,1190,M,White,DUNDECIDED,305.1378497
0,0,0,185,185,11304,0,M,Hispanic,DPSYC-BA,49.17905909
0,0,0,185,185,11261,0,F,African American,DBIOL-BA,348.1472368
16,49,2.85,368,190,11039,860,M,Hispanic,DMATH-BA,20.23281026
0,0,0,186,186,10780,0,F,African American,DCDFS-BS,267.6589783
0,0,0,186,186,11350,0,F,Hispanic,DUNDECIDED,1596.811105
0,0,0,186,186,11063,0,F,Hispanic,DCOMM-BA,908.082523
0,0,0,186,186,11045,1120,F,African American,DPSYC-BA,53.15910312
0,66,3.4,186,186,11255,0,F,African American,DBIOL-BS,348.1472368
0,0,0,187,187,10949,0,F,Asian,DMATH-BA,32.96684089
0,0,0,187,187,11279,0,F,Hispanic,DBIOL-BS,141.9607024
0,36,2.58,414,187,10973,860,M,African American,DCOMM-BA,11.11464643
17,0,0,187,187,11063,920,F,White,DPBHLTH-BA,283.7456415
16,88,3.613,450,192,11078,860,F,Hispanic,DPBHLTH-BA,10.95784155
0,0,3.629,227,227,11369,1140,M,African American,DMATH-BA,17.55838018
15,0,0,190,190,10981,0,F,Hispanic,DCDFS-BS,22.49820842
0,0,0,190,190,11069,0,M,African American,DBIOL-BA,331.5021262
0,39,3.341,450,190,11023,930,M,Hispanic,DCRJS-BS,11.11464643
0,0,0,275,190,11152,1000,M,Hispanic,DBIOL-BS,26.20209262
0,0,0,190,190,10951,900,F,African American,DBIOL-BS,276.9146175
0,83,4.2,275,190,11107,1090,F,African American,DBIOL-BS,13.01468087
0,0,0,190,190,11216,700,F,African American,DBIOL-BS,141.9607024
0,0,0,190,190,11068,0,F,Hispanic,DCRJS-BS,408.5286561
0,0,0,190,190,11169,1220,M,African American,DBIOL-BA,10.9007224
0,0,0,190,190,10895,0,M,White,DCRJS-BS,932.7618281
0,0,0,190,190,11130,0,F,African American,DBUND,18.72099996
0,0,0,190,190,11079,0,M,Hispanic,DCOMM-BA,30.8579388
16,63,2.76,450,190,11150,890,F,African American,DCRJS-BS,190.8306297
0,0,0,190,190,11107,1310,F,African American,DBIOL-BS,30.45234411
0,0,0,190,190,10854,0,F,African American,DFINA-BBA,227.9375649
24,0,0,365,243,11086,0,M,Hispanic,DCRJS-BS,211.1529644
16,31,3.02,341,276,11333,0,M,Hispanic,DBUND,8.039662853
21,0,0,274,274,10971,0,M,Hispanic,DBUND,38.65398239
0,0,0,191,191,11141,0,F,Hispanic,DUNDECIDED,22.53429534
20,0,0,191,191,11278,0,F,White,DPBHLTH-BA,190.8306297
0,0,0,191,191,11260,0,M,Hispanic,DHSML-BS,21.19063763
0,0,0,191,191,11044,0,F,African American,DHPMGT-BBA,196.378019
0,0,0,191,191,11088,0,F,White,DCRJS-BS,11.11464643
0,0,0,191,191,11054,0,F,Hispanic,DCDFS-BS,21.19063763
0,0,0,191,191,10675,0,M,Hispanic,DGNBU-BBA,732.8927574
0,0,0,191,191,10996,0,F,Hispanic,DCDFS-BS,21.19063763
0,54,2.981,396,191,11185,870,F,Hispanic,DCRJS-BS,21.19063763
0,0,0,191,191,11097,0,F,Hispanic,DPSYC-BA,584.6679628
0,0,0,191,191,11023,0,F,Hispanic,DPBHLTH-BA,291.0228451
27,24,2.87,450,277,11517,0,M,White,DLSCM-BS,44.17320894
0,0,0,192,192,11255,1160,F,Asian,DACCT-BBA,34.1995828
0,0,0,192,192,10791,0,F,Asian,DPBHLTH-BA,16.59289334
0,0,0,192,192,11224,0,F,African American,DBIOL-BA,686.1771158
0,0,0,192,192,11274,0,F,Hispanic,DFINA-BBA,376.4008912
0,0,0,192,192,11146,1020,F,African American,DBUND,364.878568
0,0,0,192,192,11024,0,M,Hispanic,DCOMM-BA,21.19063763
0,0,0,192,192,11117,0,F,African American,DBUND,6.070851259
0,0,0,192,192,11146,0,M,Hispanic,DMATH-BA,401.6798316
0,0,0,192,192,10986,1100,F,Hispanic,DCRJS-BS,52.45168475
0,0,0,192,192,11120,0,F,White,DUNDECIDED,132.0082617
0,0,0,192,192,11277,0,F,Hispanic,DACCT-BBA,21.19063763
0,0,0,192,192,11190,0,F,Hispanic,DPOLS-BA,345.4197478
29,0,0,192,192,11125,1480,M,Hispanic,DBIOL-BS,30.00625461
0,69,3.486,450,192,11252,770,F,Hispanic,DPSYC-BA,12.61565729
0,0,3.37,193,193,11133,1080,F,Asian,DGNBU-BBA,1556.455709
0,0,0,193,193,10954,0,F,African American,DGNBU-BBA,357.0530594
0,92,3.416,450,193,10974,1100,M,Hispanic,DMATH-BA,10.95784155
14,42,3.039,395,193,11072,940,F,African American,DCRJS-BS,21.19063763
14,0,0,193,193,10865,790,M,African American,DMATH-BA,59.96480012
0,39,3.396,275,193,11080,1120,M,Hispanic,DUNDECIDED,9.032902135
17,88,3.65,340,193,11194,920,F,Hispanic,DPSYC-BA,22.60129595
0,0,0,395,193,11232,960,F,Hispanic,DINDE-BS,20.23281026
0,0,0,193,193,11079,0,M,African American,DCOMM-BA,4920.239433
0,0,0,193,193,10734,0,F,Hispanic,DCRJS-BS,349.1608177
0,0,0,193,193,11323,700,M,Hispanic,DCOMM-BA,753.8564543
0,0,0,193,193,11071,0,M,Hispanic,DACCT-BBA,754.1394822
0,90,3.382,450,211,11073,990,M,Hispanic,DACCT-BBA,10.95784155
0,78,3.527,450,311,11055,1060,F,African American,DCOMM-BA,19.48887532
0,0,0,243,243,11163,0,F,Hispanic,DBUND,7974.815666
0,0,0,194,194,11125,910,M,African American,DCOMM-BA,334.7416177
24,0,0,194,194,10461,0,M,White,DCSIT-BA,1436.32809
0,0,0,194,194,11312,910,F,African American,DCDFS-BS,19.48887532
0,0,0,194,194,10551,0,M,African American,DCSIT-BA,15.41027165
0,85,3.68,194,194,10994,890,F,Hispanic,DUNDECIDED,19.48887532
0,0,0,194,194,10682,0,M,African American,DACCT-BBA,321.3711727
0,0,0,194,194,10694,0,M,Hispanic,DUNDECIDED,10.95784155
0,0,0,194,194,10660,0,M,Hispanic,DHSML-BS,26.39824019
0,67,3.163,194,194,11301,820,F,Hispanic,DPSYC-BA,24.76618552
13,73,3.537,450,194,11310,940,M,Hispanic,DCRJS-BS,10.95784155
0,0,0,194,194,11269,0,F,African American,DPBHLTH-BA,345.8177769
0,0,0,194,194,3915,0,M,African American,DCRJS-BS,0
0,0,0,194,194,10544,0,M,Hispanic,DCRJS-BS,23.61407614
15,0,0,450,194,11383,810,F,African American,DGNBU-BBA,378.7692524
0,0,0,194,194,11037,1220,M,African American,DBUND,35.43677286
18,0,2.78,372,337,11236,0,M,Hispanic,DBUND,22.49820842
0,53,3.313,450,198,11283,0,M,Hispanic,DBUND,13.7111687
0,0,0,198,198,10978,0,M,African American,DCOMM-BA,58.54436436
0,0,0,198,198,11179,950,F,Hispanic,DCOMM-BA,30.60519184
0,0,0,198,198,10754,930,M,Asian,DUNDECIDED,37.64995058
0,44,3.35,198,198,10932,0,M,Hispanic,DPSYC-BA,5.009297949
0,0,0,198,198,11192,1280,F,Hispanic,DBIOL-BS,753.8564543
0,0,0,198,198,11094,0,M,Hispanic,DBIOL-BS,12.61565729
0,0,0,198,198,11246,0,F,African American,DHPMGT-BBA,26.20209262
0,0,0,198,198,10973,1010,F,Hispanic,DBIOL-BA,460.9907329
0,0,0,198,198,11040,0,M,White,DCOMM-BA,20.53480885
0,0,0,198,198,11222,0,F,Hispanic,DCRJS-BS,52.61888552
0,0,0,198,198,11027,0,F,African American,DBIOL-BS,5.009297949
0,78,3.36,450,198,11198,1050,M,Hispanic,DBIOL-BA,13.7111687
23,88,3.52,198,198,11175,1100,M,Hispanic,DCSIT-BA,10.95784155
0,0,0,198,198,11317,0,F,African American,DPOLS-BA,404.9844095
19,81,3.3,198,198,11029,0,F,Hispanic,DINDE-BS,28.97696974
0,0,0,198,198,11045,1130,F,Hispanic,DPSYC-BA,29.46979202
0,0,0,198,198,11060,0,F,White,DUNDECIDED,31.3456966
0,0,0,198,198,10850,0,M,African American,DBUND,272.2862439
16,0,0,198,198,11272,0,F,African American,DBIOL-BA,357.1187768
17,0,0,198,198,11186,890,F,Hispanic,DGNBU-BBA,39.66804476
0,0,0,198,198,11295,0,F,Hispanic,DPBHLTH-BS,754.1394822
0,0,0,198,198,11235,0,M,White,DBUND,1369.836618
17,75,3.44,450,198,11075,860,M,Hispanic,DBUND,9.96010621
0,0,0,198,198,11289,0,M,Hispanic,DPBHLTH-BS,404.166895
10,40,2.85,359,198,10969,760,F,African American,DCRJS-BS,489.3493296
23,0,0,198,198,11264,0,F,White,DMATH-BA,122.1130214
0,0,0,198,198,11223,0,M,African American,DBIOL-BA,395.0958677
0,0,0,198,198,11060,0,F,Hispanic,DCRJS-BS,732.2448447
0,0,0,410,198,11306,0,M,White,DPOLS-BA,26.20209262
19,19,3.26,450,198,11327,0,F,African American,DBUND,132.6087401
19,85,3.83,199,199,11042,0,M,White,DCRJS-BS,2454.519772
24,91,3.73,450,199,10881,1340,M,Hispanic,DACCT-BBA,13.94873732
0,0,2.72,450,199,11194,1000,M,Asian,DCSIT-BA,8217.971349
0,0,0,450,199,11195,950,M,Hispanic,DACCT-BBA,56.14403982
12,69,3.45,450,199,11009,850,F,Hispanic,DBIOL-BS,22.60129595
0,0,0,199,199,10891,0,M,White,DBUND,255.4331847
0,0,0,199,199,11028,0,M,Hispanic,DBUND,19.05071384
19,87,3.622,275,199,11016,1030,F,Hispanic,DBIOL-BS,0
0,33,3.04,199,199,11041,0,M,White,DPBHLTH-BA,261.3712327
0,0,2.648,199,199,11069,0,F,African American,DPBHLTH-BA,1394.475247
0,0,0,199,199,11181,980,F,Hispanic,DGNBU-BBA,373.8237282
0,0,0,199,199,11257,1090,F,Asian,DBIOL-BS,31.20421111
0,0,0,200,200,11282,990,F,Hispanic,DBIOL-BA,395.2724581
0,0,3.01,275,200,11055,1100,F,African American,DPSYC-BA,17.079558
0,52,3.365,450,200,11125,940,F,Hispanic,DPBHLTH-BA,23.61407614
0,0,0,200,200,11078,1090,F,Hispanic,DPBHLTH-BA,40.965029
0,0,0,200,200,11234,0,M,Asian,DBIOL-BS,51.28986185
0,0,0,200,200,11104,930,F,Asian,DCSIT-BA,53.15910312
0,96,3.53,275,200,11111,1050,F,Hispanic,DINDE-BS,26.49675446
0,0,0,200,200,11279,1040,F,African American,DPOLS-BA,144.1134979
14,72,3.347,450,200,11233,860,M,Hispanic,DBUND,22.60129595
0,66,3.41,450,200,10994,1050,M,Hispanic,DCRJS-BS,396.2855472
0,36,3.24,396,200,10966,650,F,Hispanic,DBIOL-BS,6.602595536
0,0,0,200,200,10940,0,M,Hispanic,DCOMM-BA,13.7111687
0,0,0,200,200,11025,0,F,African American,DSOCI-BA,26.20209262
0,0,0,200,200,11387,1060,F,White,DPBHLTH-BA,179.0726867
0,0,0,200,200,11053,0,F,Hispanic,DPSYC-BA,10.95784155
17,0,2.51,450,200,11040,0,F,African American,DCDFS-BS,15.41027165
0,0,0,200,200,11108,1000,M,Hispanic,DACCT-BBA,364.878568
0,54,3.04,450,200,11072,1040,M,African American,DACCT-BBA,56.55646295
0,0,0,200,200,11204,0,F,Hispanic,DCOMM-BA,405.0958882
0,0,0,200,200,11146,0,F,African American,DPBHLTH-BA,2701.454966
0,0,0,200,200,9825,0,F,African American,DCDFS-BS,58.22170192
14,77,3.54,450,333,11222,840,F,Hispanic,DINDE-BS,23.61407614
19,43,2.89,201,201,11092,0,F,Hispanic,DPOLS-BA,1875.099417
0,0,0,211,211,11061,820,F,Hispanic,DBIOL-BS,10.95784155
0,82,3.62,396,221,11114,1160,F,Hispanic,DBIOL-BS,34.82230588
0,37,2.86,450,226,11407,1080,M,African American,DBIOL-BS,324.0394468
0,0,0,248,248,11305,830,F,Asian,DCSIT-BA,31.20421111
0,0,0,201,201,11124,0,M,Hispanic,DBIOL-BA,911.1764907
0,0,0,395,201,10984,0,F,African American,DPSYC-BA,81.77392727
0,0,0,201,201,11302,0,F,African American,DCRJS-BS,350.5690347
0,0,0,201,201,2561,0,F,Hispanic,DCRJS-BS,18.72099996
0,0,0,201,201,11135,0,F,African American,DCRJS-BS,354.8867686
0,26,2.647,395,361,10736,890,M,Hispanic,DCSIT-BA,341.0186162
0,0,0,204,204,10996,0,F,White,DPBHLTH-BA,58.54436436
0,10,3.056,394,204,11206,860,F,Hispanic,DCRJS-BS,22.53429534
0,0,0,204,204,11093,0,F,Hispanic,DSOCI-BA,19.05071384
0,0,0,204,204,11281,1110,F,Hispanic,DCRJS-BS,13.01468087
0,0,0,204,204,11550,0,F,White,DPBHLTH-BS,45.37636396
21,76,2.91,396,204,11100,1160,F,Hispanic,DBIOL-BS,15.41027165
0,87,3.561,450,204,10695,830,F,Hispanic,DPBHLTH-BA,361.5720118
0,0,0,204,204,11120,0,M,White,DPOLS-BA,46.27341401
27,56,3.66,450,204,11215,1280,F,Hispanic,DMATH-BA,13.94873732
27,49,3.7,396,204,10995,1210,F,Hispanic,DCRJS-BS,13.52570037
21,33,3.56,450,204,11152,1110,F,African American,DBIOL-BS,27.25999507
0,0,0,204,204,11283,0,M,Hispanic,DUNDECIDED,20.23281026
25,65,3.71,396,204,11157,1170,M,Hispanic,DBIOL-BA,10.94098691
0,0,0,204,204,11127,0,M,Hispanic,DPSYC-BA,412.8721112
0,0,0,204,204,11023,0,F,Hispanic,DBIOL-BS,31.20421111
0,88,3.58,450,204,11084,1020,M,Hispanic,DPSYC-BA,23.61407614
0,0,0,204,204,6011,0,F,African American,DPSYC-BA,16.59289334
0,57,2.98,204,204,11310,0,F,African American,DBIOL-BA,46.01228595
0,0,0,204,204,11018,0,F,Hispanic,DGNBU-BBA,21.5011663
0,0,0,204,204,11002,0,M,Asian,DFINA-BBA,30.45234411
0,0,0,204,204,11157,830,M,Hispanic,DHPMGT-BBA,1167.459012
22,0,0,204,204,11289,0,F,Hispanic,DUNDECIDED,266.8008486
0,45,2.7,450,204,11063,960,F,African American,DBUND,24.44433641
0,0,0,204,204,9869,0,M,African American,DCSIT-BA,202.4263882
0,0,0,204,204,10972,0,F,White,DCOMM-BA,258.0840094
21,0,2.28,326,208,11019,0,M,Asian,DBUND,1380.693525
23,0,4,450,214,10904,0,F,African American,DPOLS-BA,38.16568617
0,75,3.291,275,205,10954,1130,F,Asian,DBIOL-BS,26.20209262
0,0,0,205,205,11177,0,F,African American,DBUND,678.1601966
0,0,0,205,205,10952,0,F,Hispanic,DPBHLTH-BA,13.01468087
0,0,0,205,205,11094,0,M,Not Available,DBUND,18.90449676
0,44,3.4,450,205,11299,840,F,African American,DPBHLTH-BA,19.48887532
0,0,0,205,205,11110,0,F,African American,DPSYC-BA,18.72099996
0,0,0,205,205,11164,0,M,African American,DUNDECIDED,348.3392659
18,0,0,409,205,11256,1090,M,Hispanic,DHPMGT-BBA,190.8306297
18,79,3.3,450,205,11255,1000,F,Hispanic,DGNBU-BBA,414.0038448
0,32,3.42,205,205,11256,1100,F,Hispanic,DCRJS-BS,397.9152834
0,31,2.7,450,206,10850,1160,M,Asian,DCSIT-BA,302.4462513
15,64,2.84,450,206,10963,0,F,African American,DPSYC-BA,11.11464643
15,0,0,206,206,11022,770,F,Hispanic,DPSYC-BA,16.0399783
0,54,2.341,365,206,11164,0,F,African American,DCDFS-BS,1366.722035
0,0,0,206,206,10932,0,M,African American,DBUND,10.20911205
0,0,0,206,206,10987,0,F,African American,DGNBU-BBA,9.55652232
0,70,3.188,206,206,11042,0,F,Hispanic,DPSYC-BA,26.20209262
0,0,0,206,206,11147,800,F,Hispanic,DCRJS-BS,754.1394822
0,0,0,206,206,11108,900,F,African American,DPBHLTH-BA,335.1670392
0,84,3.84,450,207,11331,1160,F,Asian,DPBHLTH-BA,58.54436436
0,0,0,207,207,11369,1010,F,White,DPSYC-BA,335.7376558
0,77,3.211,450,207,11304,810,F,African American,DBUND,18.72099996
0,93,3.759,207,207,11249,0,F,Hispanic,DCSIT-BA,364.6506274
11,0,0,401,207,10924,0,F,African American,DPSYC-BA,18.72099996
0,0,2.35,282,207,11171,890,F,African American,DGNBU-BBA,34.0603439
0,0,0,207,207,10687,0,M,Hispanic,DCRJS-BS,406.6207384
0,0,0,207,207,11089,0,F,Hispanic,DPSYC-BA,18.72099996
0,0,0,207,207,10981,0,F,Hispanic,DPSYC-BA,12.61565729
0,0,3.2,450,207,11199,770,F,African American,DBUND,5.009297949
0,0,0,207,207,11079,0,F,Hispanic,DCDFS-BS,26.20209262
0,94,3.609,450,207,11090,1090,M,Hispanic,DBUND,26.39824019
0,0,0,207,207,11241,0,M,Hispanic,DMATH-BA,585.3902194
0,0,0,207,207,10903,0,F,Hispanic,DCDFS-BS,58.22170192
21,81,3.31,450,207,11118,1110,F,White,DUNDECIDED,34.1995828
0,58,3,309,207,11299,920,F,Hispanic,DUNDECIDED,18.72099996
0,0,0,207,207,11105,0,F,African American,DBIOL-BS,11.59583235
22,0,0,376,376,11069,0,F,Hispanic,DUNDECIDED,24.76618552
0,0,0,208,208,11268,750,F,Hispanic,DHPMGT-BBA,49.74265719
0,0,0,208,208,11170,0,F,Hispanic,DCRJS-BS,26.75111795
20,84,3.267,450,208,11307,0,M,Hispanic,DBIOL-BS,18.72099996
0,0,0,208,208,11127,0,M,Hispanic,DCRJS-BS,248.2302449
0,79,3.39,450,208,11066,1010,F,African American,DGNBU-BBA,30.75245367
0,0,0,208,208,10948,0,F,Hispanic,DPBHLTH-BA,23.34947363
0,0,0,221,221,10996,0,M,African American,DHSML-BS,132.0082617
0,0,0,208,208,10996,0,M,African American,DBIOL-BS,132.0082617
0,0,0,208,208,11285,0,F,African American,DBUND,46.01228595
0,0,0,208,208,11220,0,M,White,DUNDECIDED,333.837829
0,34,2.82,450,208,10954,990,M,African American,DGNBU-BBA,32.96684089
0,0,0,208,208,11265,0,F,Hispanic,DCRJS-BS,5.009297949
0,0,0,208,208,10598,0,M,African American,DCDFS-BS,16.59289334
22,0,0,220,220,11128,1170,F,Hispanic,DFINA-BBA,15.41027165
0,0,0,211,211,11231,0,M,African American,DFINA-BBA,1719.133333
15,0,3.16,450,211,10849,0,F,Hispanic,DLSCM-BS,18.90449676
0,7,2.39,211,211,11086,800,F,Hispanic,DPSYC-BA,5.009297949
0,88,3.609,310,211,11189,920,F,Hispanic,DPSYC-BA,35.43677286
16,4,3.06,396,211,11245,910,M,Hispanic,DBIOL-BA,13.52570037
0,0,0,211,211,11218,0,M,Hispanic,DBUND,19.48887532
0,0,0,211,211,11247,920,F,Hispanic,DCOMM-BA,906.0106168
0,0,0,211,211,10937,0,F,African American,DACCT-BBA,9.96010621
22,16,3.256,306,211,11253,1020,M,Hispanic,DBUND,10.94098691
22,85,3.42,450,211,11256,1070,F,Hispanic,DSOCI-BA,12.61565729
0,0,0,211,211,10745,0,F,Hispanic,DBIOL-BS,754.1394822
0,0,0,211,211,11023,0,F,Asian,DCSIT-BA,323.2299475
22,0,0,211,211,11154,1160,M,White,DPBHLTH-BA,70.2284054
24,37,3.38,450,211,11140,1140,M,Hispanic,DPSYC-BA,30.32475368
0,0,0,409,211,11270,0,F,Asian,DPSYC-BA,2150.192315
0,0,0,450,290,11240,960,F,African American,DACCT-BBA,1058.768436
0,95,0,358,324,11175,1100,M,Hispanic,DHPMGT-BBA,22.53429534
0,0,0,212,212,11297,880,F,Hispanic,DBUND,21.5011663
0,0,0,212,212,11099,0,F,Asian,DPBHLTH-BA,64.02067863
0,0,0,212,212,11167,0,F,White,DCRJS-BS,2290.251001
26,48,3.28,450,212,11103,1180,F,White,DGNBU-BBA,43.04744103
0,0,0,212,212,11184,0,F,African American,DCDFS-BS,706.6679176
16,79,3.46,212,212,11242,920,F,Hispanic,DBUND,26.39824019
0,0,0,212,212,11173,0,M,Hispanic,DCDFS-BS,10.95784155
0,0,0,212,212,10846,0,M,African American,DBIOL-BA,1663.72673
0,0,0,212,212,11142,0,F,African American,DBUND,259.8265943
0,0,0,212,212,10935,0,F,Hispanic,DBIOL-BA,19.48887532
0,0,0,213,213,11227,0,M,African American,DBUND,629.7514016
0,0,0,213,213,10578,0,F,Hispanic,DPOLS-BA,1722.691756
0,76,3.65,355,213,11353,1050,F,Hispanic,DCRJS-BS,21.5011663
0,0,0,213,213,10924,0,F,African American,DPSYC-BA,1295.765245
0,0,0,236,236,11054,0,F,Hispanic,DCRJS-BS,15.41027165
0,0,0,213,213,10982,0,F,White,DBIOL-BS,49.17905909
0,0,0,213,213,11108,0,F,Hispanic,DMATH-BA,17.45132952
0,0,2.6,213,213,10968,0,M,Hispanic,DCOMM-BA,31.20421111
0,0,0,213,213,11058,0,F,African American,DCDFS-BS,10.20911205
23,0,2.918,396,213,11078,0,F,Hispanic,DBIOL-BS,18.72099996
0,0,0,213,213,11297,800,F,Hispanic,DACCT-BBA,407.7366746
0,0,0,213,213,10953,0,F,African American,DBIOL-BS,8.948177454
18,27,2.83,225,225,11143,0,F,African American,DCRJS-BS,263.8830775
0,53,3.35,214,214,11118,0,F,African American,DBIOL-BS,1684.876176
0,93,5.164,275,214,11448,1490,F,Asian,DACCT-BBA,35.87647954
0,0,0,214,214,11279,0,F,Hispanic,DPSYC-BA,5.009297949
0,47,3.39,450,214,11097,930,F,African American,DACCT-BBA,16.59289334
0,0,0,214,214,11289,1010,F,Hispanic,DCOMM-BA,22.95013916
