CompACT,HStile,HSGPA,ActionDate,ApplDate,BDt,TotalSAT,Gender,Ethnicity,AcadPlan,zipdisk
0,0,0,134,134,11263,840,F,Hispanic,DBIOL-BS,753.8564543
27,97,3.5,396,116,11016,1250,F,Hispanic,DACCT-BBA,26.39824019
15,36,3.24,450,121,11080,990,M,Hispanic,DPSYC-BA,10.95784155
0,53,3.351,450,292,11018,1130,F,White,DPOLS-BA,63.01374163
21,80,3.43,450,122,11152,1130,M,Hispanic,DCOMM-BA,13.7111687
19,0,0,184,184,11004,1090,F,Hispanic,DPBHLTH-BA,12.61565729
12,0,0,128,128,11239,0,M,Hispanic,DGNBU-BBA,22.95013916
22,36,3.19,275,138,11123,1130,M,Hispanic,DCSIT-BA,13.7111687
16,0,0,135,135,10967,980,M,Hispanic,DCOMM-BA,10.95784155
20,44,3.1,450,136,11152,1000,M,Hispanic,DGNBU-BBA,19.48887532
25,97,3.63,275,115,10954,1090,F,Hispanic,DINDE-BS,13.7111687
18,13,3.53,276,152,11236,920,M,Hispanic,DPBHLTH-BS,9.032902135
16,80,3.25,450,116,10959,1010,M,Hispanic,DCSIT-BA,16.0399783
15,0,0,138,138,11182,0,M,Hispanic,DCOMM-BA,10.95784155
20,0,0,198,198,11137,1100,F,Hispanic,DFINA-BBA,22.60129595
18,0,0,155,155,10973,0,M,Hispanic,DCRJS-BS,19.48887532
17,93,3.922,275,134,10987,850,F,Hispanic,DBIOL-BS,13.7111687
18,0,0,135,135,10999,0,M,Hispanic,DFINA-BBA,0
16,28,3.302,450,122,11134,1010,M,Hispanic,DGNBU-BBA,12.75836634
17,0,0,171,171,11165,960,M,Hispanic,DACCT-BBA,12.61565729
20,0,0,136,136,11201,1050,M,Hispanic,DGNBU-BBA,19.48887532
15,83,3.372,396,117,11304,820,F,Hispanic,DPBHLTH-BA,5.009297949
12,0,0,136,136,10515,0,M,Hispanic,DSOCI-BA,13.7111687
14,24,3.216,213,213,11144,880,F,Hispanic,DCRJS-BS,17.55838018
16,34,3.435,450,123,10978,990,F,Hispanic,DBIOL-BS,10.94098691
15,75,3.428,450,205,11229,930,F,Hispanic,DGNBU-BBA,15.41027165
14,0,0,127,127,11091,0,M,Hispanic,DACCT-BBA,10.94098691
17,0,0,254,254,11123,1000,M,Hispanic,DGNBU-BBA,8.039662853
16,43,3.271,194,194,11019,910,F,Hispanic,DBUND,19.48887532
19,0,0,138,138,11213,0,F,Hispanic,DCRJS-BS,10.95784155
14,69,3.524,450,136,11272,860,M,Hispanic,DCSIT-BA,13.7111687
18,95,3.571,450,164,11081,1030,F,Hispanic,DGNBU-BBA,12.61565729
12,0,0,136,136,11213,0,F,Hispanic,DGNBU-BBA,10.95784155
15,3,3.336,304,151,11312,900,M,Hispanic,DMATH-BA,8.039662853
8,0,0,162,162,10816,0,M,Hispanic,DUNDECIDED,10.95784155
15,85,3.504,450,123,10709,890,F,Hispanic,DHSML-BS,15.41027165
14,0,0,248,248,11202,0,M,Hispanic,DCRJS-BS,13.94873732
21,0,0,137,137,11242,0,F,Hispanic,DCOMM-BA,23.57255943
16,77,3.54,450,289,11197,960,F,Hispanic,DBIOL-BS,12.61565729
22,55,3.51,275,138,11066,1020,M,Hispanic,DBIOL-BS,22.95013916
22,94,3.63,450,123,11105,1150,M,Hispanic,DMATH-BA,18.72099996
22,100,3.77,450,127,11029,1130,F,Hispanic,DPSYC-BA,10.94098691
18,39,3.23,450,306,11208,1020,F,Hispanic,DGNBU-BBA,16.3561459
13,53,3.48,450,135,11093,940,F,Hispanic,DPSYC-BA,11.59583235
12,0,0,135,135,10781,0,F,African American,DGNBU-BBA,5.009297949
17,0,0,137,137,10976,0,F,Hispanic,DUNDECIDED,6.602595536
19,0,0,190,190,10965,1000,M,Hispanic,DHROB-BBA,10.94098691
17,64,3.49,450,306,11043,1170,M,Hispanic,DUNDECIDED,11.59583235
13,68,3.512,309,254,11120,0,F,African American,DHSML-BS,22.60129595
17,37,3.35,450,162,11043,960,M,Hispanic,DGNBU-BBA,12.61565729
20,14,3.15,299,227,10905,1040,M,Hispanic,DCOMM-BA,10.95784155
17,91,3.55,275,151,11275,960,F,Hispanic,DACCT-BBA,6.070851259
21,94,3.62,450,136,11236,1030,M,Hispanic,DBIOL-BS,8.039662853
15,66,3.43,450,288,11258,840,F,Hispanic,DPBHLTH-BA,22.60129595
15,54,3.4,450,289,11295,1020,M,Hispanic,DPBHLTH-BA,15.9239836
21,22,3.247,360,351,11121,1140,M,Hispanic,DCOMM-BA,8.039662853
10,43,3.37,450,121,11148,780,F,Hispanic,DBUND,13.7111687
20,62,3.763,275,131,11126,1020,F,Hispanic,DGNBU-BBA,10.95784155
21,84,3.41,396,117,11306,1210,M,Hispanic,DACCT-BBA,10.95784155
18,0,0,151,151,11306,0,F,Hispanic,DPSYC-BA,10.95784155
18,18,3.488,155,155,10674,0,F,Hispanic,DCDFS-BS,22.60129595
17,0,0,136,136,11271,0,M,Hispanic,DCOMM-BA,13.7111687
12,0,0,137,137,11171,0,F,Hispanic,DSOCI-BA,13.7111687
21,88,3.643,450,288,11157,970,F,Hispanic,DBUND,26.39824019
14,87,3.477,275,122,11225,910,F,Hispanic,DPSYC-BA,22.60129595
16,27,3.344,450,127,10949,980,F,Hispanic,DCDFS-BS,13.52570037
25,99,3.733,450,137,11129,1180,M,Hispanic,DBIOL-BA,14.64597377
17,89,3.578,450,121,11116,0,M,African American,DBUND,6.070851259
23,86,3.74,450,149,11043,1250,F,Hispanic,DPSYC-BA,30.00311309
19,89,3.65,450,218,11244,1110,F,Hispanic,DCRJS-BS,24.76618552
10,0,0,157,157,10772,0,F,Hispanic,DBUND,12.61565729
18,0,0,246,246,11299,1020,M,Hispanic,DPOLS-BA,8.039662853
13,0,0,190,190,11280,0,M,Hispanic,DINDE-BS,12.61565729
19,45,3.23,152,152,11132,1090,M,Hispanic,DGNBU-BBA,15.9239836
18,90,3.36,450,184,10993,1050,F,White,DBIOL-BS,22.60129595
17,0,0,141,141,11151,0,M,Hispanic,DFINA-BBA,12.61565729
13,0,0,157,157,10867,0,M,Hispanic,DUNDECIDED,9.032902135
17,25,3.28,450,152,11148,1130,M,Hispanic,DACCT-BBA,18.90449676
16,71,3.46,450,116,11225,970,F,Hispanic,DCSIT-BA,13.7111687
20,37,3.45,304,151,11282,980,M,Hispanic,DCOMM-BA,10.94098691
16,60,0,396,270,11292,1080,M,Hispanic,DBIOL-BA,5.009297949
13,0,0,172,172,11116,0,F,Hispanic,DBIOL-BS,13.7111687
17,0,0,166,166,11208,0,F,Hispanic,DPSYC-BA,10.94098691
21,77,3.5,275,152,11260,1100,F,Hispanic,DACCT-BBA,14.64597377
16,0,0,215,215,11289,0,F,Hispanic,DMATH-BA,5.009297949
16,70,3.26,393,115,11229,830,F,Hispanic,DBIOL-BA,13.7111687
19,85,3.5,450,120,11077,1050,F,Hispanic,DPBHLTH-BA,26.39824019
15,85,3.562,450,141,11129,0,F,Hispanic,DCDFS-BS,12.61565729
20,83,3.648,275,122,11205,1100,F,Hispanic,DUNDECIDED,15.9239836
14,0,0,236,236,11148,960,F,Hispanic,DPOLS-BA,13.7111687
17,0,0,148,148,11108,0,M,Hispanic,DPSYC-BA,8.039662853
17,0,0,165,165,11226,0,M,Hispanic,DBUND,8.039662853
15,0,0,136,136,11096,0,M,Hispanic,DACCT-BBA,16.0399783
17,0,0,122,122,11035,0,M,African American,DACCT-BBA,5.491657246
17,68,3.249,450,122,11171,1000,M,Hispanic,DGNBU-BBA,13.7111687
15,81,3.6,450,341,11168,910,F,Hispanic,DUNDECIDED,15.41027165
20,0,0,152,152,11228,0,F,Hispanic,DCRJS-BS,12.61565729
17,73,3.448,396,124,11226,890,M,Hispanic,DACCT-BBA,9.55652232
13,22,3.108,368,120,10760,740,M,African American,DPOLS-BA,6.070851259
17,64,3.519,450,151,11121,0,F,Asian,DBIOL-BA,30.8579388
16,0,0,155,155,11284,950,F,Hispanic,DGNBU-BBA,13.7111687
11,0,0,136,136,11033,0,M,Hispanic,DCRJS-BS,13.7111687
13,46,3.38,450,135,10988,900,F,Not Available,DBUND,10.95784155
12,0,0,204,204,11060,0,M,Hispanic,DGNBU-BBA,9.96010621
22,100,3.74,450,143,11210,1080,M,Hispanic,DBUND,10.94098691
10,0,0,207,207,11283,0,M,Hispanic,DMATH-BA,15.41027165
20,0,0,150,150,10907,0,M,Hispanic,DMATH-BA,10.94098691
22,78,3.49,275,116,11294,1000,F,Hispanic,DHPMGT-BBA,6.070851259
15,48,3.38,450,124,11024,900,F,Hispanic,DGNBU-BBA,13.94873732
20,96,3.598,275,151,11004,970,F,Hispanic,DPSYC-BA,16.0399783
18,35,3.418,323,150,11206,1030,F,Hispanic,DMATH-BA,19.48887532
13,0,0,225,225,11109,0,F,White,DBIOL-BS,16.0399783
11,7,3.03,414,150,11115,730,M,Hispanic,DBUND,8.039662853
24,81,3.72,450,117,11151,1250,F,Hispanic,DBIOL-BS,12.61565729
16,0,0,141,141,11270,0,M,Hispanic,DCOMM-BA,14.64597377
16,75,3.576,275,194,11306,800,F,Hispanic,DHPMGT-BBA,10.94098691
15,50,3.455,450,121,11295,0,F,Hispanic,DBUND,13.7111687
19,0,0,134,134,11154,1040,M,African American,DFINA-BBA,6.070851259
13,29,3.148,450,211,11009,770,F,Hispanic,DHPMGT-BBA,23.57255943
19,26,3.26,275,124,10970,1030,M,Hispanic,DGNBU-BBA,8.039662853
14,0,0,128,128,10960,0,M,Hispanic,DCSIT-BA,22.95013916
23,65,3.362,450,115,11277,1130,M,African American,DCSIT-BA,0
12,0,0,165,165,11100,0,M,Hispanic,DGNBU-BBA,10.95784155
19,0,0,211,211,10409,0,F,Hispanic,DUNDECIDED,5.009297949
19,41,3.37,450,150,11222,0,F,Hispanic,DBIOL-BA,25.84730707
14,0,0,204,204,11295,760,M,African American,DPSYC-BA,11.59583235
12,0,0,159,159,10643,0,M,Hispanic,DFINA-BBA,13.7111687
12,27,3.16,218,218,10985,740,F,Hispanic,DCDFS-BS,12.61565729
24,58,3.32,450,134,11186,930,M,Hispanic,DLSCM-BS,12.61565729
14,0,0,260,260,11042,0,F,African American,DBIOL-BS,10.95784155
20,13,3.266,275,123,11250,1020,F,African American,DPBHLTH-BA,9.032902135
14,0,0,115,115,11197,1060,F,African American,DBIOL-BS,13.5874111
0,0,0,396,115,10969,1030,F,Hispanic,DCRJS-BS,15.41027165
0,0,0,115,115,10931,0,F,Hispanic,DPBHLTH-BA,46.75188831
0,35,3.141,450,115,10980,900,M,African American,DBUND,13.7111687
15,90,3.79,275,115,11030,830,F,Hispanic,DCDFS-BS,10.94098691
0,58,3.65,450,115,11016,1240,M,Asian,DBIOL-BA,49.24522327
0,0,0,115,115,10871,890,F,African American,DCRJS-BS,360.7435223
0,0,0,115,115,11298,0,F,Hispanic,DBIOL-BS,46.75188831
0,0,0,115,115,11062,0,F,African American,DSOCI-BA,36.56199245
17,34,2.84,450,115,11284,930,F,African American,DBIOL-BS,350.0935319
0,95,3.86,450,115,11051,920,F,Hispanic,DACCT-BBA,24.76618552
0,0,0,115,115,10500,720,M,Hispanic,DCOMM-BA,19.48887532
17,0,2.78,450,115,10974,950,F,Hispanic,DCDFS-BS,16.3561459
0,40,3.25,450,115,10958,960,F,Hispanic,DPSYC-BA,22.53429534
0,21,3.11,414,115,11283,690,F,Hispanic,DCRJS-BS,12.61565729
21,26,3.143,450,115,11093,1040,M,Hispanic,DBIOL-BS,8.039662853
0,0,3.177,115,115,11053,880,F,Hispanic,DBUND,29.7106165
0,0,0,115,115,11486,0,M,African American,DGNBU-BBA,259.3985284
0,97,3.62,396,115,11022,910,F,Hispanic,DACCT-BBA,12.61565729
0,0,0,115,115,11029,0,M,Hispanic,DCDFS-BS,734.5858515
0,0,0,115,115,10767,1020,M,Hispanic,DINDE-BS,12.61565729
0,0,0,115,115,11142,0,F,African American,DCDFS-BS,381.5373324
0,0,0,115,115,11115,0,F,Hispanic,DBIOL-BS,0
22,0,0,214,214,11116,0,M,Hispanic,DGNBU-BBA,19.48887532
0,80,3.69,450,281,11193,1170,M,Hispanic,DFINA-BBA,10.94098691
0,83,3.85,156,156,11310,1290,F,Asian,DBIOL-BS,56.56959986
0,0,0,220,220,11175,1070,F,Hispanic,DPSYC-BA,357.6795073
16,19,3.296,157,157,11049,990,F,Hispanic,DPBHLTH-BA,30.32475368
0,77,3.704,450,150,11149,1000,M,Hispanic,DBUND,52.61888552
14,0,0,122,122,11097,0,F,African American,DPBHLTH-BA,121.6010038
0,0,0,116,116,11504,1100,F,African American,DPBHLTH-BS,34.0603439
0,34,3.167,396,116,10919,1130,M,White,DCOMM-BA,23.34947363
0,0,0,116,116,11296,1310,F,White,DBIOL-BS,45.43987291
0,0,0,116,116,11215,0,F,Hispanic,DPSYC-BA,731.8856871
0,0,2.573,116,116,10961,0,F,Hispanic,DBIOL-BA,269.3973389
20,46,2.78,450,116,11026,1000,M,Hispanic,DGNBU-BBA,396.2855472
0,68,3.21,450,116,11296,950,F,Hispanic,DACCT-BBA,24.76618552
0,0,0,116,116,10586,1030,F,Hispanic,DCRJS-BS,349.1608177
0,60,3.643,450,116,11135,1090,F,Hispanic,DUNDECIDED,10.95784155
0,0,0,116,116,10991,0,F,Hispanic,DCDFS-BS,748.9436073
0,80,3.409,275,116,11225,1100,M,White,DCSIT-BA,26.20209262
0,0,0,116,116,11147,0,F,Hispanic,DPBHLTH-BA,13.7111687
0,71,3.978,116,116,11246,0,F,White,DBIOL-BS,30.60519184
0,1,3.011,450,116,11136,940,M,African American,DPSYC-BA,5.009297949
0,0,0,116,116,11255,0,M,Hispanic,DBUND,10.95784155
0,0,0,116,116,11223,1010,M,African American,DFINA-BBA,29.46979202
0,0,0,116,116,10729,840,M,Hispanic,DCOMM-BA,24.44433641
22,99,3.748,151,151,11038,1210,F,Hispanic,DBIOL-BS,15.41027165
0,4,3.124,450,325,10960,960,M,African American,DBUND,13.7111687
0,54,3.346,282,128,10898,870,M,Hispanic,DHROB-BBA,18.72099996
20,41,3.19,450,120,11054,920,M,African American,DFINA-BBA,11.11464643
0,0,0,136,136,10891,1280,M,Hispanic,DCSIT-BA,25.84730707
0,20,2.36,281,156,11193,870,M,Hispanic,DCRJS-BS,29.7106165
0,0,0,215,215,11092,840,F,African American,DCRJS-BS,11.11464643
0,0,0,120,120,11173,1090,F,Hispanic,DHPMGT-BBA,43.04744103
19,0,0,155,155,11234,970,F,African American,DUNDECIDED,259.3985284
0,0,0,130,130,11145,1200,F,White,DPSYC-BA,339.0025907
0,0,0,141,141,11038,1160,F,Hispanic,DPOLS-BA,317.1958976
0,35,3.24,275,117,11306,1000,F,Hispanic,DCRJS-BS,30.32475368
0,86,3.375,275,117,10974,1100,F,Hispanic,DGNBU-BBA,19.05071384
0,0,0,117,117,11061,0,F,White,DPBHLTH-BA,93.62284041
21,5,3.08,450,117,11278,960,M,Hispanic,DPBHLTH-BA,12.61565729
0,0,0,117,117,11446,1040,F,White,DMATH-BA,30.60519184
21,0,0,117,117,11250,1120,F,Hispanic,DPSYC-BA,748.9436073
0,0,0,117,117,11211,0,F,Hispanic,DBUND,19.05071384
0,0,0,117,117,11133,0,M,African American,DMATH-BA,114.5136232
0,66,3.34,275,117,11010,1110,F,Hispanic,DCRJS-BS,39.14591558
19,82,3.28,450,117,11152,940,M,Hispanic,DGNBU-BBA,22.49820842
15,0,2.12,302,117,11150,0,M,Hispanic,DBUND,46.75188831
17,0,0,117,117,11151,920,F,Hispanic,DGNBU-BBA,754.1394822
0,0,0,117,117,11013,0,F,Hispanic,DSOCI-BA,753.8564543
0,1,2.39,288,117,11116,850,F,Hispanic,DGNBU-BBA,23.34947363
18,92,3.58,275,117,11129,1020,F,Hispanic,DPSYC-BA,10.95784155
0,0,3.77,396,117,11162,1030,F,Hispanic,DPSYC-BA,347.041148
0,73,3.48,450,117,9974,990,M,African American,DCOMM-BA,27.25999507
0,0,0,117,117,11253,0,M,Hispanic,DCOMM-BA,13.7111687
0,97,3.698,358,117,11194,1000,F,Hispanic,DCRJS-BS,10.95784155
0,0,0,117,117,11202,1230,F,African American,DPSYC-BA,34.86591074
0,29,3.104,450,117,11116,940,F,Hispanic,DPSYC-BA,22.53429534
0,0,0,117,117,11109,0,F,Hispanic,DPBHLTH-BA,13.7111687
17,93,3.542,275,122,10954,800,M,Hispanic,DGNBU-BBA,10.95784155
0,20,3.321,409,313,10987,890,M,Hispanic,DGNBU-BBA,9.032902135
13,0,0,219,219,11270,0,F,Hispanic,DCRJS-BS,15.9239836
14,0,0,151,151,11040,0,M,Hispanic,DGNBU-BBA,22.49820842
17,84,3.298,450,194,11294,1050,M,African American,DCSIT-BA,22.95013916
13,25,2.434,396,304,11327,850,F,Hispanic,DPBHLTH-BA,22.49820842
20,76,3.39,450,127,10968,1170,M,African American,DACCT-BBA,27.25999507
19,74,3.47,450,138,11036,990,M,Hispanic,DGNBU-BBA,9.96010621
18,80,3.5,450,171,11009,1090,F,Asian,DHPMGT-BBA,19.48887532
11,67,3.485,450,136,10733,760,F,Hispanic,DCDFS-BS,12.61565729
16,0,0,212,212,11017,0,M,African American,DCSIT-BA,14.64597377
19,0,0,169,169,11073,1050,F,Hispanic,DBIOL-BA,30.8579388
17,19,3.268,373,312,11190,920,M,Hispanic,DCSIT-BA,12.61565729
26,71,3.711,396,155,11188,1270,F,Hispanic,DSOCI-BA,15.41027165
17,88,3.34,450,242,11263,970,F,Hispanic,DBUND,16.59289334
15,18,3.45,302,211,11240,870,M,Hispanic,DBIOL-BS,5.009297949
18,2,3.226,304,151,11129,1010,M,Hispanic,DUNDECIDED,12.61565729
17,43,3.25,450,136,11292,910,M,Hispanic,DBUND,12.61565729
20,0,0,305,305,11288,1090,M,Hispanic,DGNBU-BBA,5.009297949
20,78,3.491,450,124,11247,1040,F,Hispanic,DGNBU-BBA,10.94098691
0,75,3.9,275,120,11111,1000,F,Hispanic,DPSYC-BA,5.009297949
0,0,0,120,120,10801,1090,M,Hispanic,DCOMM-BA,340.4170474
0,53,3.5,305,120,11008,1010,M,Hispanic,DCOMM-BA,6.070851259
0,88,4.4,120,120,11002,1060,F,African American,DCRJS-BS,320.6176209
19,0,2.05,450,120,10913,830,F,Hispanic,DCRJS-BS,34.1995828
0,13,3.12,393,120,10856,800,F,Hispanic,DCRJS-BS,22.53429534
0,0,0,120,120,11225,0,M,White,DCRJS-BS,396.2855472
14,18,2.148,306,120,11215,0,F,Hispanic,DBUND,393.6424295
0,84,3.401,275,120,11202,960,M,Hispanic,DACCT-BBA,13.7111687
20,0,3.47,450,120,11313,0,F,Hispanic,DBIOL-BS,732.8927574
14,0,0,120,120,11087,0,F,African American,DCRJS-BS,13.94873732
0,19,3.23,396,120,11080,0,M,Hispanic,DGNBU-BBA,8.039662853
20,68,3.8,275,120,11185,0,F,Hispanic,DINDE-BS,18.71260311
0,62,3.57,450,120,11101,1170,F,Hispanic,DBUND,24.44433641
23,80,3.653,120,120,11156,1190,F,Hispanic,DBIOL-BS,23.34947363
0,0,0,120,120,11312,0,F,Hispanic,DHSML-BS,345.5997835
0,0,0,120,120,11171,0,M,White,DHSML-BS,263.8241112
16,0,3.43,275,120,10720,960,F,Hispanic,DCRJS-BS,19.48887532
0,49,3.42,450,120,11161,820,F,Hispanic,DINDE-BS,406.9849549
23,69,3.337,450,120,11078,0,M,White,DCOMM-BA,26.39824019
25,0,0,120,120,11225,1220,M,Hispanic,DGNBU-BBA,18.72099996
15,28,3.35,275,120,11019,850,F,Hispanic,DBIOL-BS,13.7111687
23,62,3.78,450,120,11107,1100,F,Hispanic,DCRJS-BS,36.56199245
0,0,0,120,120,10972,0,F,African American,DCRJS-BS,364.6506274
0,0,0,120,120,11038,1040,F,White,DUNDECIDED,36.56199245
23,0,3.275,450,120,11032,1090,F,Hispanic,DUNDECIDED,19.05071384
0,21,3.24,450,120,11005,980,F,African American,DBUND,56.55646295
0,88,3.8,450,120,10691,1080,F,Hispanic,DCRJS-BS,753.8564543
0,86,3.515,450,120,10896,850,F,African American,DACCT-BBA,6.070851259
0,61,3.57,275,120,11176,1010,F,Hispanic,DCDFS-BS,9.032902135
18,0,3.238,120,120,11226,0,F,African American,DGNBU-BBA,740.1387368
0,0,4,120,120,11065,1140,M,Hawaiian/Pac Islnd,DGNBU-BBA,559.2157519
17,0,0,120,120,10771,1050,M,Asian,DACCT-BBA,361.4227756
0,24,3.11,450,120,11153,1170,M,Hispanic,DGNBU-BBA,36.62866032
0,92,3.4,450,120,11104,1130,M,Hispanic,DPSYC-BA,24.44433641
0,0,0,120,120,10964,900,F,Hispanic,DBUND,58.54436436
0,49,3.68,120,120,10953,1270,F,Hispanic,DUNDECIDED,23.34947363
0,0,0,120,120,10980,0,M,Not Available,DBIOL-BS,333.837829
0,0,3.22,450,120,11235,1180,F,African American,DBIOL-BS,18.72099996
0,0,0,410,317,11161,930,M,Hispanic,DCSIT-BA,10.95784155
0,35,3.26,450,137,11101,1120,M,Hispanic,DUNDECIDED,33.02714606
0,0,0,155,155,11186,1210,M,Hispanic,DBUND,11.11464643
0,0,0,290,290,11122,0,F,Hispanic,DPSYC-BA,31.20421111
0,0,0,124,124,10980,0,M,Hispanic,DFINA-BBA,19.48887532
0,0,2.95,396,152,11171,1000,F,African American,DCOMM-BA,11.11464643
0,42,2.656,450,215,10890,840,M,Hispanic,DBUND,21.5011663
20,93,3.63,396,122,10997,1100,F,Hispanic,DBIOL-BS,5.009297949
0,66,3.229,450,159,11032,930,M,Asian,DCSIT-BA,26.75111795
0,100,3.877,358,122,11319,1240,M,African American,DGNBU-BBA,16.59289334
25,0,0,152,152,11268,1230,F,African American,DGNBU-BBA,18.72099996
21,0,0,155,155,11337,0,F,African American,DBIOL-BS,18.72099996
15,62,2.87,450,187,11140,920,F,Hispanic,DHPMGT-BBA,24.76618552
15,92,3.64,275,134,10953,890,F,Hispanic,DCRJS-BS,24.76618552
16,0,0,249,249,11243,0,F,Hispanic,DHSML-BS,12.61565729
16,47,3.39,450,171,11284,820,F,Hispanic,DFINA-BBA,12.61565729
12,49,3.388,396,207,10910,0,F,Hispanic,DPBHLTH-BA,9.55652232
14,44,3.247,396,215,11161,790,M,Hispanic,DINDE-BS,8.039662853
16,82,3.49,309,137,11251,840,F,African American,DHROB-BBA,24.76618552
0,0,0,123,123,10996,0,F,Hispanic,DPBHLTH-BA,754.1394822
16,86,3.5,450,122,11138,930,F,Hispanic,DCRJS-BS,285.7580704
0,0,0,121,121,11290,1040,F,Hispanic,DBIOL-BS,748.9436073
0,0,0,121,121,10980,1090,F,Hispanic,DBIOL-BS,386.0629411
0,28,2.277,373,121,11160,920,F,Hispanic,DPSYC-BA,6.602595536
0,0,0,121,121,11125,980,F,African American,DHPMGT-BBA,321.4646417
22,0,0,121,121,10976,0,F,African American,DBIOL-BS,377.3870376
0,0,2.6,450,121,11131,900,M,Hispanic,DBUND,19.48887532
0,0,0,121,121,11240,1130,M,African American,DBIOL-BS,339.5918287
18,74,2.97,310,121,11040,990,F,Hispanic,DBIOL-BS,29.36977079
0,0,0,121,121,11025,1040,F,White,DBIOL-BS,371.5328629
17,72,3.773,450,121,11254,0,F,White,DBIOL-BS,105.3101849
0,0,0,121,121,11025,0,F,Hispanic,DBIOL-BS,20.53480885
15,0,1.93,323,121,11304,900,F,Hispanic,DUNDECIDED,30.75245367
0,0,0,121,121,11168,0,F,Hispanic,DBIOL-BS,345.8040859
0,0,0,121,121,11089,1070,F,African American,DPBHLTH-BA,200.9610855
0,0,0,121,121,11092,0,M,White,DBUND,47.11494575
18,0,0,396,121,11209,990,F,Hispanic,DBUND,8.948177454
0,0,0,121,121,11374,0,F,African American,DPBHLTH-BA,11.59583235
18,0,2.05,450,121,11019,920,F,Hispanic,DCDFS-BS,13.94873732
0,99,3.68,275,121,11295,900,F,Hispanic,DPBHLTH-BA,23.61407614
0,94,3.67,450,121,11547,1210,F,African American,DBIOL-BS,10.95784155
20,86,3.58,450,121,10970,0,F,Hispanic,DPSYC-BA,15.41027165
0,0,0,121,121,11603,0,M,Hispanic,DCOMM-BA,364.2564305
0,0,0,121,121,11231,0,M,Hispanic,DBUND,13.7111687
0,87,3.44,450,121,11053,970,F,Hispanic,DCDFS-BS,22.60129595
0,0,0,121,121,10973,0,M,Hispanic,DCSIT-BA,10.95784155
0,74,2.79,275,121,11078,940,M,Hispanic,DCRJS-BS,13.7111687
0,97,3.575,450,121,10966,770,F,African American,DINDE-BS,0
0,44,3.38,121,121,10969,770,M,Hispanic,DCSIT-BA,10.95784155
0,74,3.9,450,121,11231,1000,F,Asian,DBIOL-BA,29.7106165
0,37,3.22,450,121,11117,930,M,Hispanic,DCSIT-BA,22.53429534
0,0,0,121,121,10990,0,M,Hispanic,DCOMM-BA,10.95784155
0,67,3.592,450,121,11010,790,F,African American,DBIOL-BA,6.070851259
0,0,0,121,121,10490,0,M,African American,DCSIT-BA,19.48887532
0,22,2.644,275,121,11039,920,F,Hispanic,DCRJS-BS,30.32475368
0,0,0,121,121,11106,0,F,Hispanic,DBIOL-BS,921.4329626
18,0,2.93,282,121,11123,0,F,Hispanic,DACCT-BBA,15.41027165
20,0,0,129,129,11274,0,F,African American,DPBHLTH-BS,15.41027165
0,85,3.5,190,148,11097,1230,M,Asian,DINDE-BS,31.71664784
0,0,0,122,122,11271,1080,M,African American,DBUND,11.11464643
0,0,0,122,122,11023,0,F,Hispanic,DCRJS-BS,19.05071384
20,0,0,122,122,11211,0,F,Hispanic,DPSYC-BA,23.57255943
0,53,2.86,396,122,11046,840,F,Hispanic,DSOCI-BA,24.76618552
22,0,0,122,122,11227,1120,F,Hispanic,DUNDECIDED,247.9810355
0,30,3.398,450,122,11232,1070,M,African American,DBIOL-BS,8.039662853
0,0,0,122,122,11133,0,F,African American,DCOMM-BA,30.45234411
0,0,0,122,122,11038,990,F,Hispanic,DPBHLTH-BA,52.0956071
0,0,3.09,450,122,11439,1170,F,Asian,DBIOL-BA,35.32540947
15,29,2.605,344,122,10504,0,M,Hispanic,DLSCM-BS,342.7138116
0,44,2.683,450,122,11236,910,F,Asian,DBIOL-BS,26.20209262
0,0,0,395,122,11055,0,F,African American,DSOCI-BA,19.48887532
0,61,3.03,122,122,11001,0,F,Hispanic,DUNDECIDED,31.20421111
0,0,0,122,122,11026,0,F,Hispanic,DCRJS-BS,732.8993389
0,0,0,122,122,11131,0,M,Hispanic,DCOMM-BA,16.0399783
16,0,1.93,281,122,11169,850,F,Hispanic,DPSYC-BA,18.90449676
22,0,3.089,122,122,11246,1120,M,Hispanic,DBIOL-BS,0
0,0,0,122,122,10712,0,M,Hispanic,DCRJS-BS,10.95784155
0,0,0,122,122,11048,0,F,Hispanic,DBIOL-BS,732.2448447
0,36,3.145,450,122,11245,900,F,White,DCDFS-BS,22.60129595
0,0,3.14,275,122,11233,1050,F,Hispanic,DPSYC-BA,19.48887532
0,0,2.63,450,122,11191,870,M,White,DCRJS-BS,34.0603439
0,0,0,122,122,11235,0,M,Hispanic,DCRJS-BS,637.4043676
0,45,0,122,122,10814,740,M,Hispanic,DCSIT-BA,16.0399783
14,24,3.23,324,122,11054,920,M,Hispanic,DBIOL-BS,16.0399783
0,0,0,122,122,11262,0,F,White,DBUND,34.86591074
0,0,0,122,122,11307,0,F,Hispanic,DPSYC-BA,22.60129595
0,0,0,122,122,11081,0,F,Hispanic,DBIOL-BS,732.8993389
0,55,3.38,297,122,11066,970,M,Hispanic,DINDE-BS,12.61565729
0,0,0,122,122,10740,0,F,African American,DPSYC-BA,22.60129595
0,0,0,122,122,10954,0,F,Hispanic,DCSIT-BA,393.6424295
17,12,3.11,450,122,11018,1000,F,Hispanic,DHSML-BS,8.039662853
